step,m9,contact,m_i0,m0_0,m0_1,m0_2,o3,o4,tension_xlen,w0
2,3,85,0,0,1,1,-2.3366431723796059e-05,-3.0830382048046297e-05,0,3.1500000000000004
2,3,86,0,0,0,0,6.130067506360907e-05,5.7377560008401362e-05,0,3.1500000000000004
2,3,87,0,2,2,2,-0.00040824346186479991,5.0885063186459362e-06,0,3.1500000000000004
2,3,88,0,2,2,2,-0.00041070279653557804,1.3201780357512866e-05,0,3.1500000000000004
2,3,89,0,2,2,2,-0.00040897485289399186,-9.7504664693523821e-06,0,3.1500000000000004
2,3,90,0,2,2,2,-0.00039790980236345226,-1.3532037958346579e-06,0,3.1500000000000004
2,3,91,0,2,2,2,-0.00037630830771291028,-8.4996695053151126e-05,0,3.1500000000000004
2,3,92,0,2,2,2,-0.00046391270979344285,-7.1055460484717499e-05,0,3.1500000000000004
2,3,93,0,2,2,2,-0.00050824532232882937,-0.00016058159418738026,0,3.1500000000000004
2,3,94,0,2,2,2,-0.00038422009010808734,-0.00014316228800956827,0,3.1500000000000004
2,3,95,0,2,2,2,-5.8166235413282616e-05,-7.908498340550962e-06,0,3.1500000000000004
2,3,96,0,0,0,0,0.00014656876113501891,8.6293477631614126e-06,0,3.1500000000000004
2,3,97,0,0,1,1,-6.4415429240109694e-06,4.2598093513145906e-06,0,3.1500000000000004
2,3,98,0,0,0,0,6.5700133143698159e-06,-1.4319790567178258e-06,0,3.1500000000000004
2,3,99,0,0,1,1,-6.4416635979759281e-06,-4.253353895543779e-06,0,3.1500000000000004
2,3,100,0,0,0,0,6.5677746709217623e-06,-4.8125450496395299e-05,0,3.1500000000000004
2,3,101,0,2,2,2,-5.8164416678642383e-05,7.9163696102381152e-06,0,3.1500000000000004
2,3,102,0,0,0,0,0.00014656594480792225,-8.7888109836192763e-05,0,3.1500000000000004
